clee,id,nombre,razon_social,clase_actividad,estrato,tipo_vialidad,calle,num_exterior,num_interior,colonia,cp,ubicacion,telefono,correo_e,sitio_internet,tipo,longitud,latitud,tipo_corredor_industrial,nom_corredor_industrial,numero_local,ageb,manzana,clase_actividad_id,edificio_piso,sector_actividad_id,subsector_actividad_id,rama_actividad_id,subrama_actividad_id,edificio,tipo_asentamiento,fecha_alta,areageo,ubicacion caps,municipio,estado
19021461212001601000000000U2,2951121,ABARROTES LA REPUBLICA,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,CARBONO,1401,,PEDREGAL DEL TOPOCHICO,66061,"CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   ",,,,Fijo,-100.3648045,25.80871479,,,,382,12,461212,,46,461,4612,46121,,COLONIA,2014-12,190210001,CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   
19006461212002661000000000U6,2947098,ABARROTES LA TERRAZA,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,RIO POTOSI,200,0,BALCONES DE SANTA ROSA,66610,"PRADOS DE SANTA ROSA, Apodaca, NUEVO LEÓN   ",,,,Fijo,-100.2272616,25.80413508,,,,1986,28,461212,,46,461,4612,46121,,COLONIA,2014-12,190060379,PRADOS DE SANTA ROSA, Apodaca, NUEVO LEÓN   
19038461212000171000000000U1,3044656,ABARROTES LARA,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,ARTICULO 27,,,LA LADRILLERA,67580,"MONTEMORELOS, Montemorelos, NUEVO LEÓN   ",8262634081,,,Fijo,-99.82249634,25.18226151,,,,657,6,461212,,46,461,4612,46121,,COLONIA,2010-07,190380001,MONTEMORELOS, Montemorelos, NUEVO LEÓN   
19048461212001611000000000U4,3011919,ABARROTES LAS DOS GG,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,CULEBRA,,,SANTA MARTHA,66350,"CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   ",8111053247,,,Fijo,-100.4641346,25.66576816,,,,901,39,461212,,46,461,4612,46121,,COLONIA,2010-07,190480001,CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   
19039461212008891000000000U4,7786924,ABARROTES LAS MANITAS,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,LA SAGRA,334,,BARRIO SAN CARLOS,64102,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.397878,25.76871045,,,,4430,2,461212,,46,461,4612,46121,,COLONIA,2019-11,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19031461212003331000000000U3,8895398,ABARROTES LEO,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,AZTECA,,,ZIRANDARO,67250,"CIUDAD BENITO JUÁREZ, Juárez, NUEVO LEÓN   ",,,,Fijo,-100.1319926,25.64765883,,,,637,15,461212,,46,461,4612,46121,,RESIDENCIAL,2019-11,190310001,CIUDAD BENITO JUÁREZ, Juárez, NUEVO LEÓN   
19026461212000051000000000U0,2921030,ABARROTES LOS GALLOS,,Comercio al por menor de cerveza,0 a 5 personas,AVENIDA,SAN SEBASTIAN,1105,,VALLE DE LOS REYES,67190,"GUADALUPE, Guadalupe, NUEVO LEÓN   ",,,,Fijo,-100.2077291,25.65861302,,,,1601,9,461212,,46,461,4612,46121,,COLONIA,2010-07,190260001,GUADALUPE, Guadalupe, NUEVO LEÓN   
19006461213000351000000000U4,7678742,ABARROTES LOS REYES,,Comercio al por menor de bebidas no alcohólicas y hielo,0 a 5 personas,CALLE,RIO NEGRO,103,0,PUEBLO NUEVO,66646,"CIUDAD APODACA, Apodaca, NUEVO LEÓN   ",,,,Fijo,-100.169798,25.75917725,,,,761,5,461213,,46,461,4612,46121,,COLONIA,2019-11,190060001,CIUDAD APODACA, Apodaca, NUEVO LEÓN   
19038461212000621000000000U5,3044573,ABARROTES LOS TECOLOTES,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,JUAN ESCUTIA,0,0,LA LADRILLERA,67580,"MONTEMORELOS, Montemorelos, NUEVO LEÓN   ",,,,Fijo,-99.82252877,25.18339672,,,,411,25,461212,,46,461,4612,46121,,COLONIA,2010-07,190380001,MONTEMORELOS, Montemorelos, NUEVO LEÓN   
19045461212000141000000000U9,2925722,ABARROTES LOS TEPOROCHO,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,FRANCISCO VILLA,101,,EMILIANO ZAPATA,65500,"EMILIANO ZAPATA, Salinas Victoria, NUEVO LEÓN   ",,,,Fijo,-100.2829099,25.90843639,,,,037A,8,461212,,46,461,4612,46121,,COLONIA,2010-07,190450385,EMILIANO ZAPATA, Salinas Victoria, NUEVO LEÓN   
19006461110017731010000000U6,3046105,ABARROTES LUDY,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,RIO TUXPAN,323,,PUEBLO NUEVO,66646,"CIUDAD APODACA, Apodaca, NUEVO LEÓN   ",,,,Fijo,-100.1571514,25.75715808,,,,437,35,461212,,46,461,4612,46121,,MANZANA,2010-07,190060001,CIUDAD APODACA, Apodaca, NUEVO LEÓN   
19038461212000871000000000U6,3044402,ABARROTES MANUEL,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,PLAN DE GUADALUPE,,,HORTENCIA GONZALEZ WELSH,67543,"MONTEMORELOS, Montemorelos, NUEVO LEÓN   ",,,,Fijo,-99.80936926,25.19428452,,,,619,7,461212,,46,461,4612,46121,,COLONIA,2010-07,190380001,MONTEMORELOS, Montemorelos, NUEVO LEÓN   
19039461110051871000000000U8,3034860,ABARROTES MARTA,,Comercio al por menor de cerveza,0 a 5 personas,,LAGUNA DE GUZMÁN,540,,INDEPENDENCIA,,"MONTERREY, Monterrey, NUEVO LEÓN   ",8181904725,,,Fijo,-100.3140771,25.65023682,,,,363A,21,461212,,46,461,4612,46121,,,2010-07,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19021461212001751000000000U5,2933527,ABARROTES MARTHA,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,SAUCE,312,,LOS GIRASOLES 4TO SECTOR,66073,"CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   ",8123906407,,,Fijo,-100.3285411,25.76966727,,,,1075,9,461212,,46,461,4612,46121,,FRACCIONAMIENTO,2010-07,190210001,CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   
19006461110009261000000000U4,3043991,ABARROTES MARTINEZ,,Comercio al por menor de cerveza,0 a 5 personas,AVENIDA,MEXICO,,,NORIA SUR,66633,"CIUDAD APODACA, Apodaca, NUEVO LEÓN   ",,,,Fijo,-100.1973141,25.7330829,,,,460,26,461212,,46,461,4612,46121,,COLONIA,2010-07,190060001,CIUDAD APODACA, Apodaca, NUEVO LEÓN   
19031461212000501000000000U4,3017513,ABARROTES MARTINEZ,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,SAN JORGE,635,0,SANTA MONICA,67286,"JARDINES DE LA SILLA (JARDINES), Juárez, NUEVO LEÓN   ",8182828903,,,Fijo,-100.1755855,25.62672896,,,,393,12,461212,,46,461,4612,46121,,COLONIA,2010-07,190310045,JARDINES DE LA SILLA (JARDINES), Juárez, NUEVO LEÓN   
19006461212000771000000000U5,3053533,ABARROTES MEJIA,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,PORTUGAL,,,NUEVO AMANECER 2DO SECT,66636,"CIUDAD APODACA, Apodaca, NUEVO LEÓN   ",,,,Fijo,-100.2485003,25.77138732,,,,1083,31,461212,,46,461,4612,46121,,COLONIA,2010-07,190060001,CIUDAD APODACA, Apodaca, NUEVO LEÓN   
19046461212003491000000000U3,9030440,ABARROTES MENDOZA,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,HERCULES,684,,CIUDAD IDEAL,66490,"SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   ",,,,Fijo,-100.2479308,25.70740676,,,,1271,27,461212,,46,461,4612,46121,,COLONIA,2019-11,190460001,SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   
19048461212002911000000000U7,2957696,ABARROTES MI GENERAL,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,BALAUSTRADA,261,,INFONAVIT CUAUHTEMOC,66360,"CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   ",,,,Fijo,-100.4449676,25.681526,,,,865,19,461212,,46,461,4612,46121,,UNIDAD HABITACIONAL,2014-12,190480001,CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   
19006461212004551000000000U7,7678688,ABARROTES MIMI,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,RIO NEGRO,201,0,PUEBLO NUEVO,66646,"CIUDAD APODACA, Apodaca, NUEVO LEÓN   ",,,,Fijo,-100.1702622,25.76126071,,,,564,20,461212,,46,461,4612,46121,,COLONIA,2019-11,190060001,CIUDAD APODACA, Apodaca, NUEVO LEÓN   
19039461213001611000000000U1,2924510,ABARROTES MIRANDA,,Comercio al por menor de bebidas no alcohólicas y hielo,0 a 5 personas,CALLE,PROGRESO,380,0,OBRERISTA,64470,"MONTERREY, Monterrey, NUEVO LEÓN   ",8122021307,,,Fijo,-100.3149065,25.69164805,,,,1239,40,461213,,46,461,4612,46121,,COLONIA,2010-07,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19026461212001241000000000U6,2923168,ABARROTES MODELORAMA,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,DE LA REJA,801,,VILLA DE SAN MIGUEL,67110,"GUADALUPE, Guadalupe, NUEVO LEÓN   ",8183640379,,,Fijo,-100.2099242,25.70605202,,,,1300,17,461212,,46,461,4612,46121,,COLONIA,2010-07,190260001,GUADALUPE, Guadalupe, NUEVO LEÓN   
19004461212000031000000000U9,3030243,ABARROTES MODELORAMA ALLENDE,GRUPO MODELO ,Comercio al por menor de cerveza,0 a 5 personas,CALLE,NIÑOS HEROES,0,0,INDEPENDENCIA,67350,"CIUDAD DE ALLENDE, Allende, NUEVO LEÓN   ",8261050334,,,Fijo,-100.0132217,25.27788258,,,,377,29,461212,,46,461,4612,46121,,COLONIA,2010-07,190040001,CIUDAD DE ALLENDE, Allende, NUEVO LEÓN   
19006461110010621000000000U6,3052814,ABARROTES MORALES,,Comercio al por menor de bebidas no alcohólicas y hielo,0 a 5 personas,CALLE,LIBERIA,,,PRADOS DE LA CIENEGUITA,66636,"CIUDAD APODACA, Apodaca, NUEVO LEÓN   ",,,,Fijo,-100.2582963,25.78374041,,,,719,5,461213,,46,461,4612,46121,,COLONIA,2010-07,190060001,CIUDAD APODACA, Apodaca, NUEVO LEÓN   
19021461212001731000000000U7,2949681,ABARROTES MORENO,,Comercio al por menor de cerveza,0 a 5 personas,AVENIDA,REVOLUCION,,,ALIANZA REAL,66050,"CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   ",8116092876,,,Fijo,-100.3958314,25.84363814,,,,1569,22,461212,,46,461,4612,46121,,COLONIA,2014-12,190210001,CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   
19038461212000981000000000U3,3000374,ABARROTES NANCY,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,GERANIO,301,,MORELOS DOS,67535,"MONTEMORELOS, Montemorelos, NUEVO LEÓN   ",,,,Fijo,-99.84088788,25.16634211,,,,765,7,461212,,46,461,4612,46121,,COLONIA,2014-12,190380001,MONTEMORELOS, Montemorelos, NUEVO LEÓN   
19021461212000521000000000U3,2934288,ABARROTES NAVA,,Comercio al por menor de cerveza,0 a 5 personas,AVENIDA,JOSE MARIA MORELOS Y PAVON,101,,INFONAVIT FELIPE CARRILLO PUERTO,66057,"CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   ",,,,Fijo,-100.3208422,25.77801632,,,,471,23,461212,,46,461,4612,46121,,COLONIA,2010-07,190210001,CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   
19021461213000221000000000U8,2951957,ABARROTES NORMA,,Comercio al por menor de bebidas no alcohólicas y hielo,0 a 5 personas,CARRETERA,CARRETERA A COLOMBIA,1004,,NIÑOS HEROES,66052,"CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   ",8117912197,,,Fijo,-100.2936713,25.80339694,,,,522,10,461213,,46,461,4612,46121,,COLONIA,2014-12,190210001,CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   
19006461213000401000000000U7,8760310,ABARROTES OLGUITA,,Comercio al por menor de bebidas no alcohólicas y hielo,0 a 5 personas,CALLE,ANNAPURNA,127,0,BALCONES DE SANTA ROSA,66610,"PRADOS DE SANTA ROSA, Apodaca, NUEVO LEÓN   ",,,,Fijo,-100.2292293,25.80232194,,,,1990,7,461213,,46,461,4612,46121,,COLONIA,2019-11,190060379,PRADOS DE SANTA ROSA, Apodaca, NUEVO LEÓN   
19038461110003581000000000U4,3043759,ABARROTES OYERVIDES,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,20 DE NOVIEMBRE,706,,CEMENTERIO,67500,"MONTEMORELOS, Montemorelos, NUEVO LEÓN   ",8262632765,,,Fijo,-99.81003606,25.18787791,,,,642,13,461212,,46,461,4612,46121,,BARRIO,2010-07,190380001,MONTEMORELOS, Montemorelos, NUEVO LEÓN   
19019461212000391000000000U5,2990156,ABARROTES PACO,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,GENERAL BERNARDO REYES,429,,EL OBISPO,66214,"SAN PEDRO GARZA GARCÍA, San Pedro Garza García, NUEVO LEÓN   ",,,,Fijo,-100.4051611,25.68023196,,,,331,12,461212,,46,461,4612,46121,,COLONIA,2014-12,190190001,SAN PEDRO GARZA GARCÍA, San Pedro Garza García, NUEVO LEÓN   
19039461213002751000000000U4,2959565,ABARROTES PAOLA,,Comercio al por menor de bebidas no alcohólicas y hielo,0 a 5 personas,CALLE,TEOFILO MARTINEZ,1264,0,CROC,64200,"MONTERREY, Monterrey, NUEVO LEÓN   ",8112422874,,,Fijo,-100.3669792,25.7783624,,,,3907,1,461213,,46,461,4612,46121,,COLONIA,2014-12,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19009461213000141000000000U3,2998053,ABARROTES PEGADO A OFICINA DE LOS ALLENDE,,Comercio al por menor de bebidas no alcohólicas y hielo,0 a 5 personas,CALLE,20 DE NOVIEMBRE,806,,CADEREYTA JIMENEZ CENTRO,67485,"CADEREYTA JIMÉNEZ, Cadereyta Jiménez, NUEVO LEÓN   ",8287685503,,,Fijo,-100.0026434,25.58299469,,,,513,17,461213,,46,461,4612,46121,,COLONIA,2014-12,190090001,CADEREYTA JIMÉNEZ, Cadereyta Jiménez, NUEVO LEÓN   
19039461110042021000000000U2,2934909,ABARROTES PEJE,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,CAMINO REAL,,,UNIDAD PEDRERAS,64230,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.3429304,25.74584093,,,,3860,18,461212,,46,461,4612,46121,,COLONIA,2010-07,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19049461213000101000000000U3,3027632,ABARROTES PEREZ,,Comercio al por menor de bebidas no alcohólicas y hielo,0 a 5 personas,CALLE,APOLINAR TOBA,527,0,ARTURO CAVAZOS,67310,"SANTIAGO, Santiago, NUEVO LEÓN   ",,,,Fijo,-100.1610762,25.43226509,,,,307,13,461213,,46,461,4612,46121,,COLONIA,2010-07,190490001,SANTIAGO, Santiago, NUEVO LEÓN   
19009461212000661000000000U2,2998871,ABARROTES PITO,,Comercio al por menor de cerveza,0 a 5 personas,BOULEVARD,JOSE MIGUEL GONZALEZ,405,,SERVIDUMBRE,67484,"CADEREYTA JIMÉNEZ, Cadereyta Jiménez, NUEVO LEÓN   ",,,,Fijo,-99.99386264,25.5822627,,,,617,23,461212,,46,461,4612,46121,,COLONIA,2014-12,190090001,CADEREYTA JIMÉNEZ, Cadereyta Jiménez, NUEVO LEÓN   
19006461212003441000000000U2,2947751,ABARROTES REGIO,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,SAN ANDRES,537,0,JARDINES DE SAN ANDRES,66635,"CIUDAD APODACA, Apodaca, NUEVO LEÓN   ",,,,Fijo,-100.2475684,25.79684518,,,,865,12,461212,,46,461,4612,46121,,COLONIA,2014-12,190060001,CIUDAD APODACA, Apodaca, NUEVO LEÓN   
19048461212002841000000000U6,2956103,ABARROTES REYES,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,SIERRA SAN MIGUEL,1223,,RESIDENCIAL SANTA CATARINA,66354,"CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   ",,,,Fijo,-100.4890169,25.69365149,,,,112A,18,461212,,46,461,4612,46121,,COLONIA,2014-12,190480001,CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   
19039461213002531000000000U0,2960735,ABARROTES REYNA,,Comercio al por menor de bebidas no alcohólicas y hielo,0 a 5 personas,CALLE,MARCO,,,CROC,64200,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.3716007,25.77083265,,,,2398,39,461213,,46,461,4612,46121,,COLONIA,2014-12,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19041461110000361000000000U8,3016260,ABARROTES RICKY,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,ESCOBEDO,300,0,DESARROLLO SOLIDARIDA,66650,"PESQUERÍA, Pesquería, NUEVO LEÓN   ",8113125429,,,Fijo,-100.0428815,25.79702253,,,,99,3,461212,,46,461,4612,46121,,COLONIA,2010-07,190410001,PESQUERÍA, Pesquería, NUEVO LEÓN   
19010461212000231000000000U2,2941478,ABARROTES RR,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,PRIVADA VILLAHERMOSA,149,,ALIANZA REAL,66553,"ALIANZA REAL, El Carmen, NUEVO LEÓN   ",,,,Fijo,-100.3891067,25.85354155,,,,177,18,461212,,46,461,4612,46121,,COLONIA,2014-12,190100131,ALIANZA REAL, El Carmen, NUEVO LEÓN   
19038461110003401000000000U5,3043683,ABARROTES SALAZAR,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,FERNANDO AMILPA,304,,INFONAVIT,67544,"MONTEMORELOS, Montemorelos, NUEVO LEÓN   ",,,,Fijo,-99.80536052,25.19022358,,,,638,19,461212,,46,461,4612,46121,,COLONIA,2010-07,190380001,MONTEMORELOS, Montemorelos, NUEVO LEÓN   
19012461212000391000000000U0,7350113,ABARROTES SANTY,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,VALLE DEL PALMAR,107,,SAN JUAN,65550,"CIÉNEGA DE FLORES, Ciénega de Flores, NUEVO LEÓN   ",8116987649,,,Fijo,-100.1692142,25.96772731,,,,171,68,461212,,46,461,4612,46121,,COLONIA,2019-11,190120001,CIÉNEGA DE FLORES, Ciénega de Flores, NUEVO LEÓN   
19048461213000151000000000U0,3013777,ABARROTES SERENO,,Comercio al por menor de bebidas no alcohólicas y hielo,0 a 5 personas,CALLE,PASAJE DEL BOSQUE,108,,LA FAMA,66100,"CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   ",8183887658,,,Fijo,-100.4267469,25.66765499,,,,579,32,461213,,46,461,4612,46121,,COLONIA,2010-07,190480001,CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   
19018461212003031000000000U6,7300301,ABARROTES SIN NOMBRE,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,VALLE DE LOS RUBIES,715,0,VALLE DE LINCOLN,66023,"VALLE DE LINCOLN, García, NUEVO LEÓN   ",,,,Fijo,-100.4807974,25.79904437,,,,1402,11,461212,,46,461,4612,46121,,COLONIA,2019-11,190180025,VALLE DE LINCOLN, García, NUEVO LEÓN   
19018461212002011000000000U9,2954745,ABARROTES SIN NOMBRE,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,SAN ISIDRO,333,,REAL SAN MARTIN,66000,"PARQUE INDUSTRIAL CIUDAD MITRAS, García, NUEVO LEÓN   ",8110961057,,,Fijo,-100.423027,25.79284767,,,,353,9,461212,,46,461,4612,46121,,COLONIA,2014-12,190180105,PARQUE INDUSTRIAL CIUDAD MITRAS, García, NUEVO LEÓN   
19031461212001811000000000U6,3017465,ABARROTES SIN NOMBRE,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,IGNACIO ALLENDE,238,,HEROE DE NACOZARI,67288,"JARDINES DE LA SILLA (JARDINES), Juárez, NUEVO LEÓN   ",,,,Fijo,-100.1831115,25.63186847,,,,92,40,461212,,46,461,4612,46121,,COLONIA,2010-07,190310045,JARDINES DE LA SILLA (JARDINES), Juárez, NUEVO LEÓN   
19039461213003261000000000U3,8970403,ABARROTES SIN NOMBRE,,Comercio al por menor de bebidas no alcohólicas y hielo,0 a 5 personas,CALLE,BATALLON DE SAN BLAS,965,,OBRERA,64010,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.2930677,25.68175216,,,,1582,51,461213,,46,461,4612,46121,,COLONIA,2019-11,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19044461212000131000000000U3,3011982,ABARROTES SIN NOMBRE,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,GOMEZ FARIAS,,,PABLO DE LOS SANTOS,65210,"CIUDAD SABINAS HIDALGO, Sabinas Hidalgo, NUEVO LEÓN   ",,,,Fijo,-100.1744201,26.50700598,,,,584,1,461212,,46,461,4612,46121,,COLONIA,2010-07,190440001,CIUDAD SABINAS HIDALGO, Sabinas Hidalgo, NUEVO LEÓN   
19046461212003541000000000U5,8754312,ABARROTES SIN NOMBRE,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,MANUEL DOBLADO,,,CONSTITUYENTES DE QUERETARO 5 SECTOR,66490,"SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   ",,,,Fijo,-100.2667918,25.70984935,,,,1267,27,461212,,46,461,4612,46121,,COLONIA,2019-11,190460001,SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   
19031461212002111000000000U0,2988551,ABARROTES SIX,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,HACIENDA SANTA ANITA,305,,HACIENDA SANTA LUCIA,67250,"CIUDAD BENITO JUÁREZ, Juárez, NUEVO LEÓN   ",,,,Fijo,-100.1204404,25.65740989,,,,923,3,461212,,46,461,4612,46121,,FRACCIONAMIENTO,2014-12,190310001,CIUDAD BENITO JUÁREZ, Juárez, NUEVO LEÓN   
19006461110006701001000000U2,3046229,ABARROTES SUPER AHORRO,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,RIO GRANDE,701,,PUEBLO NUEVO,66646,"CIUDAD APODACA, Apodaca, NUEVO LEÓN   ",8182451389,,,Fijo,-100.1665423,25.76305539,,,,564,26,461212,,46,461,4612,46121,,COLONIA,2010-07,190060001,CIUDAD APODACA, Apodaca, NUEVO LEÓN   
19005461121000011000000000U1,3008067,ABARROTES TORRES,,Comercio al por menor de cerveza,0 a 5 personas,AVENIDA,AVENIDA DE LAS FLORES,108,,CENTRO DE ANAHUAC,65030,"ANÁHUAC, Anáhuac, NUEVO LEÓN   ",,,,Fijo,-100.1316395,27.24442121,,,,410,45,461212,,46,461,4612,46121,,COLONIA,2010-07,190050001,ANÁHUAC, Anáhuac, NUEVO LEÓN   
19006461212000151000000000U0,3048275,ABARROTES TORRES,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,FELIPE ANGELES,124,0,MOISES SAENZ,66613,"CIUDAD APODACA, Apodaca, NUEVO LEÓN   ",,,,Fijo,-100.2555926,25.80984405,,,,117,2,461212,,46,461,4612,46121,,COLONIA,2010-07,190060001,CIUDAD APODACA, Apodaca, NUEVO LEÓN   
19018461110008691010000000U8,2955523,ABARROTES TRACY,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,PASEO DE GARZAS,1055,,VALLES DEL MIRADOR,66000,"GARCÍA, García, NUEVO LEÓN   ",,,,Fijo,-100.6130923,25.79902551,,,,673,15,461212,,46,461,4612,46121,,COLONIA,2014-12,190180001,GARCÍA, García, NUEVO LEÓN   
19031461212002211000000000U8,2989541,ABARROTES VARELA,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,OCTAVA,314,,LA ESPERANZA,67250,"HÉCTOR CABALLERO, Juárez, NUEVO LEÓN   ",,,,Fijo,-100.1246098,25.63928174,,,,961,18,461212,,46,461,4612,46121,,COLONIA,2014-12,190310224,HÉCTOR CABALLERO, Juárez, NUEVO LEÓN   
19039461212005331000000000U4,3008313,ABARROTES VAZQUEZ,,Comercio al por menor de cerveza,0 a 5 personas,AVENIDA,FIDEL VELAZQUEZ,735,,HOGARES FERROCARRILEROS,64260,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.320336,25.72889505,,,,584,36,461212,,46,461,4612,46121,,COLONIA,2010-07,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19038461212001031000000000U6,8506087,ABARROTES VENTA DE CERVEZA VINOS Y LICORES SIN NOMBRE,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,LICENCIADO SANTIAGO ROEL,0,0,GIL DE LEYVA,67560,"MONTEMORELOS, Montemorelos, NUEVO LEÓN   ",,,,Fijo,-99.85305944,25.17892156,,,,430,31,461212,,46,461,4612,46121,,COLONIA,2019-11,190380001,MONTEMORELOS, Montemorelos, NUEVO LEÓN   
19006461213000221000000000U9,3048488,ABARROTES VILLALON,,Comercio al por menor de bebidas no alcohólicas y hielo,0 a 5 personas,CALLE,INSURGENTES,550,,INSURGENTES,66612,"CIUDAD APODACA, Apodaca, NUEVO LEÓN   ",,,,Fijo,-100.2617624,25.79472418,,,,1242,5,461213,,46,461,4612,46121,,FRACCIONAMIENTO,2010-07,190060001,CIUDAD APODACA, Apodaca, NUEVO LEÓN   
19048461212004321000000000U7,9341949,ABARROTES VIÑEDOS,,Comercio al por menor de cerveza,0 a 5 personas,AVENIDA,VIÑEDOS,501,,LOS VIÑEDOS,,"CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   ",,,,Fijo,-100.5105086,25.70497224,,,,1473,29,461212,,46,461,4612,46121,,FRACCIONAMIENTO,2021-05,190480001,CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   
19026461110006871000000000U1,2923027,ABARROTES WILLY,,Comercio al por menor de cerveza,0 a 5 personas,AVENIDA,DE LA PILASTRA,901,,VILLA DE SAN MIGUEL,67110,"GUADALUPE, Guadalupe, NUEVO LEÓN   ",,,,Fijo,-100.2096055,25.70946077,,,,2296,30,461212,,46,461,4612,46121,,COLONIA,2010-07,190260001,GUADALUPE, Guadalupe, NUEVO LEÓN   
19031461212001461000000000U0,3014184,ABARROTES Y DEPOCITO LALOS,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,COLINAS DE LA MORENA,145,,COLINAS DE SAN JUAN,67250,"CIUDAD BENITO JUÁREZ, Juárez, NUEVO LEÓN   ",,,,Fijo,-100.091398,25.6308244,,,,783,18,461212,,46,461,4612,46121,,FRACCIONAMIENTO,2014-12,190310001,CIUDAD BENITO JUÁREZ, Juárez, NUEVO LEÓN   
19033461212001021000000000U8,8261532,ABARROTES Y DEPOCITO SALCE,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,SALVADOR DIAZ MIRON,,,LA MODERNA,67760,"LINARES, Linares, NUEVO LEÓN   ",,,,Fijo,-99.57592742,24.85762641,,,,468,66,461212,,46,461,4612,46121,,COLONIA,2019-11,190330001,LINARES, Linares, NUEVO LEÓN   
